total_net_assets,fund_year3_expense_projection,fund_year5_expense_projection,fund_year10_expense_projection,morningstar_return_rating,load_adj_return_3years,load_adj_return_5years,load_adj_return_10years,sustainability_score,sustainability_rank,esg_score
441274368.0,972.0,1262.0,2084.0,5.0,0.291,0.3227,0.2021,29.87,92.0,29.87
3220328704.0,199.0,346.0,774.0,2.0,0.1698,0.1437,0.1267,20.88,14.0,20.88
3220328704.0,365.0,633.0,1398.0,2.0,0.1638,0.1375,0.1211,20.88,14.0,20.88
3220328704.0,412.0,713.0,1568.0,2.0,0.162,0.1359,0.1195,20.88,14.0,20.88
3220328704.0,381.0,660.0,1455.0,2.0,0.1633,0.1372,0.1206,20.88,14.0,20.88
3220328704.0,303.0,525.0,1166.0,2.0,0.1661,0.1398,0.1233,20.88,14.0,20.88
3220328704.0,224.0,390.0,871.0,2.0,0.1692,0.1427,0.1261,20.88,14.0,20.88
3220328704.0,224.0,390.0,871.0,2.0,0.1689,0.1427,0.1261,20.88,14.0,20.88
851732224.0,321.0,557.0,1234.0,2.0,0.1128,0.1159,0.0912,23.68,59.0,23.68
326176896.0,1001.0,1313.0,2197.0,2.0,0.1246,0.169,0.1183,27.54,41.0,27.54
326176896.0,681.0,1171.0,2331.0,2.0,0.1383,0.1741,0.1168,27.54,41.0,27.54
1919451520.0,252.0,439.0,978.0,2.0,0.1152,0.1108,0.0978,23.97,63.0,23.97
1484417536.0,881.0,1106.0,1751.0,1.0,0.0679,0.0737,0.0796,24.14,44.0,24.14
1919451520.0,362.0,628.0,1386.0,2.0,0.1112,0.1072,0.094,23.97,63.0,23.97
1919451520.0,409.0,708.0,1556.0,2.0,0.1094,0.1054,0.0924,23.97,63.0,23.97
1919451520.0,378.0,654.0,1443.0,2.0,0.1105,0.1065,0.0935,23.97,63.0,23.97
1919451520.0,300.0,520.0,1155.0,2.0,0.1133,0.1092,0.0929,23.97,63.0,23.97
1919451520.0,221.0,384.0,859.0,2.0,0.1161,0.1121,0.0946,23.97,63.0,23.97
1919451520.0,202.0,351.0,786.0,3.0,0.117,0.113,0.0952,23.97,63.0,23.97
1919451520.0,221.0,384.0,859.0,2.0,0.1164,0.1121,0.099,23.97,63.0,23.97
1682126336.0,462.0,797.0,1746.0,4.0,0.2383,0.203,0.1179,26.85,93.0,26.85
338639808.0,1048.0,1391.0,2355.0,2.0,0.105,0.0835,0.0631,25.05,84.0,25.05
581292096.0,506.0,892.0,1975.0,3.0,0.1125,0.1242,0.1118,23.64,52.0,23.64
1682126336.0,306.0,531.0,1178.0,4.0,0.2447,0.209,0.1235,26.85,93.0,26.85
141461904.0,979.0,1290.0,2171.0,4.0,0.2246,0.1997,0.1476,21.17,4.0,21.17
141461904.0,656.0,1141.0,2478.0,3.0,0.2394,0.2045,0.1456,21.17,4.0,21.17
141461904.0,332.0,595.0,1350.0,4.0,0.2525,0.2173,0.1575,21.17,4.0,21.17
581292096.0,234.0,409.0,916.0,4.0,0.1198,0.1314,0.1183,23.64,52.0,23.64
7215368704.0,309.0,536.0,1189.0,2.0,0.1543,0.1375,0.1235,22.01,45.0,22.01
1356769664.0,981.0,1277.0,2117.0,3.0,0.0951,0.1264,0.0946,26.67,26.0,26.67
35741528064.0,857.0,1065.0,1663.0,5.0,0.13,0.1258,0.1211,22.27,19.0,22.27
35741528064.0,533.0,918.0,1998.0,4.0,0.1441,0.1307,0.1194,22.27,19.0,22.27
581292096.0,924.0,1181.0,1914.0,3.0,0.0935,0.1137,0.1077,23.64,52.0,23.64
581292096.0,638.0,1108.0,2407.0,3.0,0.1099,0.1203,0.1068,23.64,52.0,23.64
581292096.0,261.0,455.0,1014.0,4.0,0.1187,0.1303,0.1175,23.64,52.0,23.64
82962256.0,433.0,767.0,1713.0,3.0,0.0685,0.0791,0.0552,22.66,20.0,22.66
42842444.0,663.0,1033.0,2075.0,4.0,0.034,0.0263,0.0201,30.0,95.0,30.0
82962256.0,1736.0,3234.0,6616.0,3.0,0.0659,0.0761,0.0517,22.66,20.0,22.66
338891424.0,375.0,650.0,1433.0,3.0,0.1383,0.097,0.0781,25.05,84.0,25.05
7215368704.0,217.0,378.0,846.0,2.0,0.1578,0.1415,0.1269,22.01,45.0,22.01
131632144.0,1018.0,1349.0,2283.0,3.0,0.1964,0.1782,0.1362,21.17,4.0,21.17
132375096.0,312.0,549.0,1228.0,2.0,0.0593,0.1005,0.0787,27.74,44.0,27.74
7215368704.0,243.0,423.0,944.0,2.0,0.1569,0.1405,0.1266,22.01,45.0,22.01
1232684416.0,343.0,595.0,1317.0,4.0,0.0794,0.0546,0.0556,27.36,86.0,27.36
2521680384.0,387.0,670.0,1477.0,3.0,0.1335,0.1215,0.1105,22.1,16.0,22.1
12751563776.0,881.0,1106.0,1751.0,4.0,0.1739,0.1562,0.1388,22.07,54.0,22.07
12751563776.0,557.0,959.0,2084.0,3.0,0.1885,0.1612,0.137,22.07,54.0,22.07
42842444.0,368.0,638.0,1409.0,5.0,0.0447,0.0347,0.0269,30.0,95.0,30.0
42842444.0,523.0,902.0,1965.0,4.0,0.0395,0.0296,0.0217,30.0,95.0,30.0
16190318592.0,803.0,990.0,1530.0,2.0,0.0803,0.0698,0.0947,25.13,85.0,25.13
16190318592.0,141.0,246.0,555.0,1.0,0.1053,0.0862,0.1047,25.13,85.0,25.13
16190318592.0,249.0,433.0,966.0,2.0,0.1018,0.0827,0.1014,25.13,85.0,25.13
16190318592.0,502.0,866.0,1688.0,2.0,0.0927,0.0739,0.0927,25.13,85.0,25.13
16190318592.0,189.0,329.0,738.0,2.0,0.1038,0.0847,0.1037,25.13,85.0,25.13
1682126336.0,415.0,718.0,1579.0,4.0,0.2403,0.2049,0.12,26.85,93.0,26.85
1682126336.0,431.0,745.0,1635.0,4.0,0.2397,0.2043,0.1191,26.85,93.0,26.85
1682126336.0,353.0,612.0,1352.0,5.0,0.2427,0.2072,0.1218,26.85,93.0,26.85
1682126336.0,274.0,477.0,1061.0,5.0,0.2458,0.2102,0.1246,26.85,93.0,26.85
1682126336.0,255.0,444.0,990.0,5.0,0.2464,0.2107,0.1249,26.85,93.0,26.85
1682126336.0,274.0,477.0,1061.0,4.0,0.246,0.2103,0.1247,26.85,93.0,26.85
817758336.0,240.0,429.0,976.0,4.0,0.2585,0.247,0.1845,20.08,13.0,20.08
817758336.0,214.0,380.0,861.0,4.0,0.2591,0.2473,0.1846,20.08,13.0,20.08
817758336.0,328.0,582.0,1312.0,4.0,0.2554,0.2438,0.1816,20.08,13.0,20.08
2982212864.0,378.0,654.0,1443.0,3.0,0.1645,0.1982,0.136,29.34,86.0,29.34
2276125184.0,42.0,73.0,166.0,4.0,0.1908,0.1793,0.1485,22.29,62.0,22.29
2521680384.0,195.0,340.0,762.0,3.0,0.1412,0.1284,0.1173,22.1,16.0,22.1
42842444.0,676.0,1159.0,2493.0,3.0,0.0341,0.0243,0.0166,30.0,95.0,30.0
441274368.0,652.0,1119.0,2219.0,5.0,0.305,0.3262,0.1981,29.87,92.0,29.87
141461904.0,311.0,564.0,1288.0,4.0,0.2534,0.2178,0.1578,21.17,4.0,21.17
19350272000.0,214.0,373.0,834.0,3.0,0.2178,0.2094,0.1754,20.21,17.0,20.21
141461904.0,564.0,1006.0,2234.0,4.0,0.2448,0.2092,0.1505,21.17,4.0,21.17
52339496.0,1074.0,1458.0,2532.0,3.0,0.0304,0.071,0.0627,27.75,94.0,27.75
52339496.0,741.0,1286.0,2775.0,2.0,0.0436,0.076,0.0612,27.75,94.0,27.75
52339496.0,429.0,771.0,1735.0,4.0,0.0544,0.0871,0.0721,27.75,94.0,27.75
604764416.0,446.0,771.0,1691.0,4.0,0.087,0.0886,0.0658,20.93,8.0,20.93
604764416.0,418.0,723.0,1590.0,4.0,0.0881,0.0896,0.0669,20.93,8.0,20.93
51975476.0,1148.0,1588.0,2805.0,2.0,0.014,0.0645,0.0604,27.75,94.0,27.75
35407908.0,569.0,980.0,2127.0,4.0,0.0643,0.0591,0.0459,36.13,99.0,36.13
35407908.0,721.0,1235.0,2646.0,4.0,0.0591,0.054,0.0407,36.13,99.0,36.13
1919451520.0,202.0,351.0,786.0,3.0,0.1171,0.1109,0.093,23.97,63.0,23.97
1919451520.0,857.0,1065.0,1663.0,2.0,0.0917,0.0962,0.0894,23.97,63.0,23.97
218184944.0,378.0,659.0,1461.0,3.0,0.1109,0.1294,0.0292,27.15,77.0,27.15
218184944.0,471.0,822.0,1812.0,3.0,0.1078,0.1257,0.0258,27.15,77.0,27.15
4379947.0,496.0,855.0,1867.0,2.0,0.0834,0.0471,0.0126,26.04,56.0,26.04
5466027008.0,884.0,1111.0,1762.0,3.0,0.2168,0.2094,0.1592,20.81,35.0,20.81
5466027008.0,560.0,964.0,2095.0,3.0,0.2317,0.2146,0.1574,20.81,35.0,20.81
914281088.0,1015.0,1257.0,2076.0,2.0,0.0765,0.099,0.0883,25.25,87.0,25.25
914281088.0,600.0,1032.0,2233.0,2.0,0.0886,0.1022,0.0886,25.25,87.0,25.25
914281088.0,895.0,1148.0,1871.0,2.0,0.0764,0.0981,0.0908,25.25,87.0,25.25
914281088.0,278.0,482.0,1073.0,3.0,0.0995,0.1133,0.0995,25.25,87.0,25.25
83275704.0,1129.0,1528.0,2639.0,3.0,0.1293,0.1512,0.0166,31.74,89.0,31.74
1963174144.0,243.0,422.0,942.0,3.0,0.1504,0.136,0.134,20.51,9.0,20.51
1963174144.0,325.0,563.0,1248.0,3.0,0.147,0.1329,0.1305,20.51,9.0,20.51
759344512.0,202.0,351.0,786.0,3.0,0.1124,0.1157,0.107,23.1,36.0,23.1
914281088.0,639.0,858.0,1763.0,2.0,0.0903,0.1056,0.0931,25.25,87.0,25.25
479777088.0,672.0,1169.0,2347.0,3.0,0.114,0.1404,0.0731,21.31,30.0,21.31
441274368.0,365.0,639.0,1423.0,5.0,0.317,0.3383,0.2089,29.87,92.0,29.87
264334016.0,375.0,665.0,1492.0,4.0,0.1049,0.1366,0.1165,28.63,67.0,28.63
264334016.0,982.0,1286.0,2148.0,4.0,0.0818,0.1227,0.1098,28.63,67.0,28.63
264334016.0,661.0,1143.0,2282.0,3.0,0.0938,0.1257,0.1061,28.63,67.0,28.63
1371561088.0,399.0,691.0,1522.0,3.0,0.1182,0.1417,0.1099,26.67,26.0,26.67
224592832.0,418.0,725.0,1597.0,2.0,0.0567,0.0845,0.0489,23.04,73.0,23.04
6503734784.0,905.0,1147.0,1839.0,4.0,0.1105,0.148,0.1089,20.01,10.0,20.01
6475256832.0,940.0,1207.0,1968.0,4.0,0.1035,0.134,0.0997,20.01,10.0,20.01
224592832.0,322.0,565.0,1263.0,2.0,0.0603,0.0882,0.0525,23.04,73.0,23.04
3229214464.0,237.0,411.0,918.0,4.0,0.2269,0.2431,0.1748,20.19,16.0,20.19
9167976448.0,845.0,1045.0,1619.0,5.0,0.2681,0.2548,0.1799,23.6,93.0,23.6
9167976448.0,520.0,897.0,1754.0,4.0,0.2836,0.2603,0.1784,23.6,93.0,23.6
9167976448.0,230.0,407.0,921.0,5.0,0.2965,0.2727,0.1894,23.6,93.0,23.6
9167976448.0,208.0,362.0,810.0,5.0,0.2966,0.273,0.1901,23.6,93.0,23.6
9167976448.0,189.0,329.0,738.0,5.0,0.2973,0.2736,0.1904,23.6,93.0,23.6
9167976448.0,397.0,686.0,1511.0,4.0,0.2888,0.2653,0.1844,23.6,93.0,23.6
9167976448.0,365.0,633.0,1398.0,4.0,0.29,0.2666,0.1846,23.6,93.0,23.6
9167976448.0,287.0,498.0,1108.0,5.0,0.2933,0.2697,0.1871,23.6,93.0,23.6
9167976448.0,208.0,362.0,810.0,5.0,0.2966,0.273,0.1902,23.6,93.0,23.6
9167976448.0,189.0,329.0,738.0,5.0,0.2973,0.2738,0.1906,23.6,93.0,23.6
4862709248.0,919.0,1172.0,1892.0,5.0,0.1105,0.1209,0.0867,21.86,18.0,21.86
4862709248.0,597.0,1026.0,2222.0,5.0,0.1243,0.1258,0.085,21.86,18.0,21.86
4862709248.0,262.0,455.0,1014.0,5.0,0.1365,0.1377,0.0962,21.86,18.0,21.86
2883735808.0,958.0,1237.0,2031.0,5.0,0.1993,0.2465,0.1636,25.62,74.0,25.62
868233536.0,318.0,561.0,1259.0,3.0,0.2362,0.1958,0.1342,22.54,17.0,22.54
868233536.0,427.0,748.0,1657.0,3.0,0.2318,0.1917,0.1303,22.54,17.0,22.54
868233536.0,474.0,827.0,1823.0,3.0,0.2301,0.1898,0.1286,22.54,17.0,22.54
868233536.0,443.0,775.0,1713.0,3.0,0.2313,0.1911,0.1298,22.54,17.0,22.54
868233536.0,365.0,642.0,1432.0,3.0,0.2344,0.194,0.1323,22.54,17.0,22.54
868233536.0,287.0,507.0,1143.0,3.0,0.2374,0.1971,0.134,22.54,17.0,22.54
868233536.0,261.0,464.0,1049.0,3.0,0.2383,0.198,0.1346,22.54,17.0,22.54
16806754.0,533.0,918.0,1998.0,3.0,0.2076,0.1957,0.1505,20.63,29.0,20.63
16806754.0,835.0,1425.0,3022.0,2.0,0.1954,0.1838,0.139,20.63,29.0,20.63
14092848128.0,520.0,897.0,1955.0,3.0,0.2188,0.2014,0.1654,21.45,58.0,21.45
14092848128.0,845.0,1045.0,1619.0,4.0,0.2041,0.1963,0.1673,21.45,58.0,21.45
203595568.0,500.0,893.0,1994.0,3.0,0.1095,0.1315,0.1062,28.41,62.0,28.41
4899558400.0,585.0,1006.0,1984.0,1.0,0.1388,0.1721,0.1109,25.17,65.0,25.17
232449872.0,1030.0,1363.0,2301.0,2.0,0.0363,0.0685,0.0397,23.04,73.0,23.04
6618861568.0,52.0,100.0,243.0,3.0,0.1047,0.0962,0.0787,23.09,40.0,23.09
6618861568.0,36.0,72.0,180.0,3.0,0.1055,0.0969,0.0792,23.09,40.0,23.09
398233312.0,933.0,1198.0,1953.0,3.0,0.0828,0.0921,0.041,21.91,43.0,21.91
398233312.0,611.0,1054.0,2088.0,2.0,0.0961,0.0966,0.0398,21.91,43.0,21.91
398233312.0,327.0,575.0,1285.0,3.0,0.1069,0.1076,0.0497,21.91,43.0,21.91
398233312.0,277.0,484.0,1081.0,4.0,0.1083,0.1089,0.0509,21.91,43.0,21.91
398233312.0,442.0,767.0,1687.0,3.0,0.1024,0.103,0.0455,21.91,43.0,21.91
398233312.0,489.0,846.0,1853.0,2.0,0.1007,0.1012,0.044,21.91,43.0,21.91
398233312.0,458.0,794.0,1743.0,2.0,0.1017,0.1023,0.045,21.91,43.0,21.91
398233312.0,380.0,661.0,1462.0,3.0,0.1045,0.1052,0.0477,21.91,43.0,21.91
398233312.0,302.0,527.0,1174.0,3.0,0.1074,0.1077,0.0503,21.91,43.0,21.91
398233312.0,277.0,484.0,1081.0,3.0,0.1084,0.1092,0.0511,21.91,43.0,21.91
398233312.0,296.0,521.0,1169.0,3.0,0.1079,0.1086,0.0508,21.91,43.0,21.91
657936000.0,923.0,1181.0,1919.0,2.0,0.0408,0.0576,0.0233,23.65,83.0,23.65
657936000.0,600.0,1036.0,2054.0,2.0,0.0536,0.0621,0.022,23.65,83.0,23.65
657936000.0,317.0,558.0,1249.0,2.0,0.0642,0.0724,0.0317,23.65,83.0,23.65
657936000.0,265.0,465.0,1043.0,4.0,0.0653,0.0733,0.0322,23.65,83.0,23.65
10731553792.0,650.0,752.0,1051.0,3.0,0.0934,0.0941,0.0777,22.95,35.0,22.95
657936000.0,477.0,829.0,1818.0,2.0,0.0574,0.066,0.0261,23.65,83.0,23.65
224592832.0,285.0,499.0,1115.0,2.0,0.0614,0.0892,0.0536,23.04,73.0,23.04
1304128896.0,300.0,520.0,1155.0,4.0,0.0939,0.0872,0.0665,26.52,82.0,26.52
1304128896.0,456.0,787.0,1724.0,3.0,0.0885,0.0818,0.0612,26.52,82.0,26.52
5176826368.0,132.0,240.0,555.0,3.0,0.1402,0.1345,0.1003,22.84,28.0,22.84
5176826368.0,52.0,100.0,243.0,4.0,0.1429,0.1373,0.103,22.84,28.0,22.84
5176826368.0,36.0,72.0,180.0,4.0,0.1436,0.1378,0.1036,22.84,28.0,22.84
5176826368.0,650.0,752.0,1051.0,3.0,0.1198,0.1225,0.0947,22.84,28.0,22.84
6611505664.0,132.0,240.0,555.0,3.0,0.1234,0.1169,0.0898,22.9,31.0,22.9
6611505664.0,52.0,100.0,243.0,3.0,0.1261,0.1196,0.0926,22.9,31.0,22.9
6611505664.0,36.0,72.0,180.0,3.0,0.127,0.1203,0.0931,22.9,31.0,22.9
6611505664.0,650.0,752.0,1051.0,3.0,0.1036,0.1052,0.0843,22.9,31.0,22.9
9094717440.0,132.0,240.0,555.0,3.0,0.1325,0.127,0.0959,22.86,29.0,22.86
9094717440.0,52.0,100.0,243.0,3.0,0.1355,0.1298,0.0986,22.86,29.0,22.86
9094717440.0,36.0,72.0,180.0,3.0,0.136,0.1303,0.0991,22.86,29.0,22.86
9094717440.0,650.0,752.0,1051.0,3.0,0.1123,0.115,0.0903,22.86,29.0,22.86
6618861568.0,132.0,240.0,555.0,3.0,0.1021,0.0935,0.076,23.09,40.0,23.09
6618861568.0,650.0,752.0,1051.0,3.0,0.0828,0.0822,0.0706,23.09,40.0,23.09
62298764.0,999.0,1417.0,2577.0,2.0,0.1997,0.1836,0.1349,22.27,78.0,22.27
10731553792.0,132.0,240.0,555.0,3.0,0.113,0.1056,0.0833,22.95,35.0,22.95
472439296.0,624.0,1073.0,2123.0,3.0,0.0657,0.096,0.0676,24.69,51.0,24.69
472439296.0,347.0,601.0,1329.0,4.0,0.0751,0.1058,0.0771,24.69,51.0,24.69
10731553792.0,52.0,100.0,243.0,3.0,0.116,0.1082,0.086,22.95,35.0,22.95
10731553792.0,36.0,72.0,180.0,3.0,0.1164,0.1089,0.0864,22.95,35.0,22.95
472439296.0,456.0,787.0,1724.0,3.0,0.0716,0.1021,0.0734,24.69,51.0,24.69
472439296.0,502.0,866.0,1889.0,3.0,0.0698,0.1003,0.0718,24.69,51.0,24.69
472439296.0,471.0,813.0,1779.0,3.0,0.071,0.1015,0.073,24.69,51.0,24.69
472439296.0,393.0,681.0,1500.0,2.0,0.0736,0.1042,0.0752,24.69,51.0,24.69
472439296.0,315.0,547.0,1213.0,3.0,0.0761,0.1069,0.0768,24.69,51.0,24.69
472439296.0,290.0,504.0,1120.0,3.0,0.0773,0.1079,0.0775,24.69,51.0,24.69
472439296.0,315.0,547.0,1213.0,4.0,0.0764,0.1069,0.0782,24.69,51.0,24.69
245243488.0,483.0,837.0,1833.0,2.0,0.0285,0.0633,0.0352,25.65,96.0,25.65
5302843904.0,132.0,240.0,555.0,3.0,0.1438,0.1376,0.103,22.82,25.0,22.82
5302843904.0,52.0,100.0,243.0,4.0,0.1469,0.1405,0.1058,22.82,25.0,22.82
5302843904.0,36.0,72.0,180.0,4.0,0.1473,0.141,0.1062,22.82,25.0,22.82
5302843904.0,650.0,752.0,1051.0,3.0,0.1234,0.1256,0.0974,22.82,25.0,22.82
657936000.0,447.0,776.0,1708.0,2.0,0.0594,0.0675,0.0272,23.65,83.0,23.65
657936000.0,369.0,643.0,1426.0,2.0,0.0617,0.0702,0.0297,23.65,83.0,23.65
657936000.0,290.0,509.0,1138.0,3.0,0.0649,0.0729,0.032,23.65,83.0,23.65
657936000.0,265.0,465.0,1043.0,3.0,0.0653,0.0737,0.0324,23.65,83.0,23.65
1371561088.0,265.0,461.0,1025.0,3.0,0.1231,0.1437,0.1076,26.67,26.0,26.67
6548669440.0,259.0,450.0,1002.0,4.0,0.0894,0.0979,0.0729,21.42,32.0,21.42
6548669440.0,337.0,585.0,1294.0,3.0,0.0865,0.0951,0.0701,21.42,32.0,21.42
2915538944.0,132.0,240.0,555.0,3.0,0.1443,0.1378,0.1043,22.82,25.0,22.82
2915538944.0,52.0,100.0,243.0,4.0,0.1471,0.1406,0.1071,22.82,25.0,22.82
2915538944.0,36.0,72.0,180.0,4.0,0.1479,0.1413,0.1076,22.82,25.0,22.82
2915538944.0,650.0,752.0,1051.0,3.0,0.1241,0.126,0.0988,22.82,25.0,22.82
2527062016.0,860.0,1070.0,1675.0,3.0,0.1234,0.1116,0.1057,22.1,16.0,22.1
1304128896.0,425.0,734.0,1613.0,3.0,0.0893,0.0828,0.0623,26.52,82.0,26.52
1304128896.0,347.0,601.0,1329.0,4.0,0.0923,0.0856,0.0649,26.52,82.0,26.52
1304128896.0,268.0,466.0,1037.0,4.0,0.0951,0.0883,0.0676,26.52,82.0,26.52
1304128896.0,249.0,433.0,966.0,4.0,0.0956,0.0888,0.0679,26.52,82.0,26.52
137182416.0,298.0,533.0,1206.0,4.0,0.1356,0.1215,0.1028,22.57,34.0,22.57
514381568.0,296.0,529.0,1196.0,2.0,0.1868,0.1784,0.1359,23.43,91.0,23.43
290586528.0,223.0,410.0,951.0,1.0,0.0374,0.0239,0.025,21.55,7.0,21.55
238910880.0,337.0,589.0,1311.0,2.0,0.1841,0.1848,0.1116,28.28,59.0,28.28
16913912.0,523.0,969.0,2209.0,2.0,0.1856,0.1793,0.1064,27.44,93.0,27.44
327037824.0,575.0,1021.0,2260.0,2.0,0.0904,0.0849,0.0697,24.22,81.0,24.22
1462985600.0,365.0,633.0,1398.0,2.0,0.0598,0.1064,0.045,24.97,94.0,24.97
851732224.0,603.0,1068.0,2355.0,2.0,0.1059,0.1091,0.085,23.68,59.0,23.68
1887936256.0,304.0,545.0,1238.0,2.0,0.0838,0.109,0.0753,27.01,98.0,27.01
1993400960.0,306.0,531.0,1178.0,2.0,0.0719,0.096,0.1021,23.16,26.0,23.16
594122752.0,940.0,1207.0,1968.0,3.0,0.0961,0.1138,0.1067,23.64,52.0,23.64
1371561088.0,496.0,856.0,1868.0,3.0,0.115,0.1393,0.1073,26.67,26.0,26.67
1371561088.0,603.0,1037.0,2244.0,3.0,0.1112,0.1346,0.1032,26.67,26.0,26.67
203595568.0,954.0,1231.0,2020.0,2.0,0.0888,0.119,0.1003,28.41,62.0,28.41
203595568.0,642.0,1103.0,2379.0,2.0,0.1018,0.1235,0.0984,28.41,62.0,28.41
203595568.0,271.0,481.0,1086.0,3.0,0.1145,0.1366,0.1113,28.41,62.0,28.41
1484417536.0,557.0,959.0,1886.0,1.0,0.0809,0.0784,0.0783,24.14,44.0,24.14
1484417536.0,278.0,482.0,1073.0,1.0,0.0909,0.0883,0.0881,24.14,44.0,24.14
1484417536.0,214.0,373.0,835.0,1.0,0.0928,0.0902,0.0883,24.14,44.0,24.14
1484417536.0,387.0,670.0,1477.0,1.0,0.087,0.0844,0.0848,24.14,44.0,24.14
1484417536.0,434.0,750.0,1646.0,1.0,0.0852,0.0827,0.0826,24.14,44.0,24.14
1484417536.0,403.0,697.0,1534.0,1.0,0.0868,0.0841,0.0839,24.14,44.0,24.14
1484417536.0,325.0,563.0,1248.0,1.0,0.0891,0.0865,0.0861,24.14,44.0,24.14
1484417536.0,246.0,428.0,954.0,1.0,0.0919,0.0891,0.0877,24.14,44.0,24.14
1484417536.0,246.0,428.0,954.0,2.0,0.0918,0.0892,0.0891,24.14,44.0,24.14
224592832.0,963.0,1246.0,2052.0,2.0,0.0364,0.072,0.043,23.04,73.0,23.04
327037824.0,277.0,481.0,1072.0,2.0,0.0975,0.0916,0.075,24.22,81.0,24.22
7938438656.0,183.0,318.0,713.0,3.0,0.1822,0.1602,0.1379,20.9,15.0,20.9
868233536.0,919.0,1180.0,1924.0,3.0,0.2103,0.18,0.1256,22.54,17.0,22.54
868233536.0,597.0,1035.0,2059.0,3.0,0.2251,0.1851,0.1242,22.54,17.0,22.54
224592832.0,642.0,1103.0,2379.0,1.0,0.0494,0.0766,0.0414,23.04,73.0,23.04
6503734784.0,359.0,622.0,1374.0,4.0,0.1323,0.1614,0.1154,20.01,10.0,20.01
6503734784.0,259.0,450.0,1003.0,4.0,0.1358,0.1648,0.1184,20.01,10.0,20.01
6503734784.0,231.0,401.0,896.0,4.0,0.1359,0.1601,0.1106,20.01,10.0,20.01
6503734784.0,450.0,780.0,1713.0,4.0,0.1293,0.1585,0.1125,20.01,10.0,20.01
6503734784.0,576.0,991.0,2148.0,4.0,0.1239,0.1527,0.1071,20.01,10.0,20.01
868233536.0,287.0,507.0,1143.0,3.0,0.2374,0.197,0.1354,22.54,17.0,22.54
224592832.0,506.0,878.0,1925.0,2.0,0.0539,0.0817,0.0462,23.04,73.0,23.04
789294592.0,233.0,408.0,915.0,3.0,0.1644,0.1704,0.1385,22.07,54.0,22.07
441274368.0,343.0,595.0,1317.0,5.0,0.318,0.3394,0.21,29.87,92.0,29.87
1894182784.0,6.0,14.0,36.0,3.0,0.0616,0.0492,0.0537,27.77,89.0,27.77
2521680384.0,154.0,269.0,604.0,3.0,0.1426,0.1299,0.1186,22.1,16.0,22.1
7215368704.0,434.0,750.0,1647.0,2.0,0.1499,0.1339,0.1204,22.01,45.0,22.01
2883735808.0,330.0,573.0,1270.0,5.0,0.2265,0.2647,0.1738,25.62,74.0,25.62
1371561088.0,306.0,531.0,1177.0,3.0,0.1217,0.1456,0.1141,26.67,26.0,26.67
2883735808.0,428.0,739.0,1624.0,5.0,0.2225,0.2608,0.17,25.62,74.0,25.62
6421988864.0,250.0,434.0,967.0,4.0,0.2149,0.2448,0.1634,26.57,24.0,26.57
2883735808.0,637.0,1093.0,2358.0,5.0,0.2141,0.2519,0.1616,25.62,74.0,25.62
2883735808.0,483.0,834.0,1824.0,5.0,0.2199,0.2578,0.1664,25.62,74.0,25.62
196278896.0,378.0,655.0,1445.0,5.0,0.133,0.1424,0.1108,21.68,38.0,21.68
7366548992.0,365.0,632.0,1398.0,2.0,0.1305,0.1369,0.1217,21.93,71.0,21.93
7938438656.0,328.0,569.0,1260.0,3.0,0.1767,0.1551,0.1331,20.9,15.0,20.9
19350272000.0,414.0,717.0,1578.0,4.0,0.2098,0.2017,0.1691,20.21,17.0,20.21
6421988864.0,294.0,510.0,1132.0,4.0,0.2133,0.2426,0.1606,26.57,24.0,26.57
6421988864.0,462.0,798.0,1747.0,4.0,0.2065,0.2361,0.1553,26.57,24.0,26.57
7938438656.0,402.0,696.0,1532.0,3.0,0.174,0.1521,0.1299,20.9,15.0,20.9
7366548992.0,450.0,777.0,1703.0,2.0,0.1272,0.1334,0.1187,21.93,71.0,21.93
6421988864.0,378.0,655.0,1445.0,4.0,0.2099,0.2397,0.1582,26.57,24.0,26.57
2336114432.0,461.0,797.0,1746.0,3.0,0.158,0.1423,0.115,21.78,7.0,21.78
213640352.0,372.0,644.0,1420.0,4.0,0.0945,0.1479,0.1403,26.86,85.0,26.86
716389632.0,265.0,460.0,1025.0,5.0,0.1622,0.1443,0.1054,21.03,9.0,21.03
1371561088.0,922.0,1177.0,1904.0,3.0,0.0974,0.1295,0.105,26.67,26.0,26.67
203595568.0,331.0,578.0,1287.0,3.0,0.1128,0.135,0.1105,28.41,62.0,28.41
789294592.0,256.0,444.0,990.0,3.0,0.1638,0.17,0.1383,22.07,54.0,22.07
789294592.0,602.0,1125.0,2558.0,3.0,0.1613,0.1669,0.1352,22.07,54.0,22.07
264334016.0,344.0,605.0,1352.0,4.0,0.1057,0.1375,0.1175,28.63,67.0,28.63
264334016.0,353.0,621.0,1387.0,4.0,0.1053,0.1373,0.1174,28.63,67.0,28.63
264334016.0,344.0,605.0,1352.0,4.0,0.1058,0.1376,0.1175,28.63,67.0,28.63
264334016.0,353.0,621.0,1387.0,4.0,0.1053,0.1373,0.1174,28.63,67.0,28.63
231592256.0,393.0,681.0,1500.0,4.0,0.1713,0.2144,0.1045,25.18,13.0,25.18
2745113088.0,281.0,488.0,1084.0,4.0,0.1275,0.1124,0.0827,24.71,88.0,24.71
1682126336.0,255.0,444.0,990.0,5.0,0.2465,0.2105,0.1248,26.85,93.0,26.85
