total_net_assets,fund_year3_expense_projection,fund_year5_expense_projection,fund_year10_expense_projection,morningstar_return_rating,load_adj_return_3years,load_adj_return_5years,load_adj_return_10years,sustainability_score,sustainability_rank,esg_score
146414880.0,233.0,406.0,906.0,3.0,0.1838,0.1678,0.1389,21.81,36.0,21.81
780147584.0,650.0,1114.0,2397.0,3.0,0.1889,0.1775,0.1136,22.03,46.0,22.03
1013819776.0,588.0,1011.0,2190.0,2.0,0.0985,0.0859,0.0812,20.4,16.0,20.4
780147584.0,496.0,856.0,1866.0,3.0,0.1948,0.1834,0.1192,22.03,46.0,22.03
8127642112.0,271.0,471.0,1049.0,4.0,0.2132,0.2574,0.1627,27.43,39.0,27.43
1597934464.0,605.0,1041.0,2253.0,3.0,0.2197,0.2229,0.1639,21.6,64.0,21.6
12670095360.0,199.0,346.0,775.0,4.0,0.2438,0.2335,0.1652,20.16,15.0,20.16
525469952.0,945.0,1234.0,2053.0,2.0,0.0279,0.0312,0.0485,16.09,56.0,16.09
1597934464.0,783.0,1045.0,1795.0,4.0,0.2112,0.2214,0.1675,21.6,64.0,21.6
1597934464.0,295.0,514.0,1142.0,4.0,0.232,0.2352,0.1758,21.6,64.0,21.6
663984256.0,655.0,1124.0,2421.0,4.0,0.2474,0.2564,0.1397,24.69,6.0,24.69
55423252.0,324.0,664.0,1626.0,4.0,0.123,0.1025,0.0675,24.36,83.0,24.36
278464000000.0,768.0,911.0,1327.0,3.0,0.1805,0.196,0.1528,23.63,93.0,23.63
2279261696.0,258.0,449.0,1001.0,4.0,0.2182,0.2048,0.1169,20.95,23.0,20.95
8143750144.0,517.0,898.0,1784.0,3.0,0.1371,0.1388,0.0966,21.75,40.0,21.75
8143750144.0,293.0,516.0,1157.0,4.0,0.1454,0.1472,0.1048,21.75,40.0,21.75
8143750144.0,860.0,1076.0,1699.0,4.0,0.1224,0.1332,0.0977,21.75,40.0,21.75
8143750144.0,204.0,363.0,825.0,4.0,0.1484,0.1502,0.1076,21.75,40.0,21.75
8143750144.0,179.0,319.0,728.0,4.0,0.1489,0.1505,0.1077,21.75,40.0,21.75
12670095360.0,466.0,803.0,1756.0,3.0,0.2332,0.223,0.1562,20.16,15.0,20.16
12670095360.0,246.0,428.0,955.0,4.0,0.2419,0.2312,0.1629,20.16,15.0,20.16
693799232.0,533.0,919.0,1996.0,2.0,0.1262,0.0277,-0.0466,32.03,13.0,32.03
780147584.0,231.0,401.0,895.0,4.0,0.205,0.1926,0.1265,22.03,46.0,22.03
12670095360.0,199.0,346.0,775.0,4.0,0.2437,0.2327,0.1636,20.16,15.0,20.16
6159183360.0,632.0,1084.0,2142.0,3.0,0.2279,0.1884,0.1258,22.1,10.0,22.1
318956768.0,839.0,1069.0,1729.0,4.0,0.1322,0.2106,0.1501,28.45,73.0,28.45
318956768.0,227.0,395.0,883.0,4.0,0.1566,0.228,0.1578,28.45,73.0,28.45
57249444.0,998.0,1323.0,2242.0,5.0,0.0944,0.0901,0.075,24.56,48.0,24.56
55527252.0,1045.0,1414.0,2446.0,3.0,0.0795,0.0545,0.0852,16.12,56.0,16.12
50360392.0,337.0,603.0,1364.0,3.0,0.1087,0.0957,0.0817,23.1,50.0,23.1
117127000000.0,425.0,734.0,1404.0,2.0,0.1337,0.1338,0.1192,23.49,86.0,23.49
117127000000.0,208.0,362.0,810.0,2.0,0.1416,0.1418,0.1272,23.49,86.0,23.49
2911422464.0,151.0,264.0,592.0,4.0,0.1422,0.1464,0.1268,22.75,29.0,22.75
2911422464.0,372.0,644.0,1420.0,4.0,0.1342,0.1386,0.1202,22.75,29.0,22.75
2696573440.0,913.0,1161.0,1871.0,3.0,0.0213,0.0606,0.0362,22.7,65.0,22.7
3733369344.0,658.0,1129.0,2240.0,1.0,0.1068,0.0903,0.055,21.13,26.0,21.13
40262536.0,533.0,1019.0,2360.0,4.0,0.1627,0.1496,0.0573,24.98,27.0,24.98
3733369344.0,505.0,871.0,1900.0,1.0,0.1127,0.0959,0.0603,21.13,26.0,21.13
3733369344.0,318.0,552.0,1225.0,2.0,0.1192,0.1023,0.0666,21.13,26.0,21.13
57249444.0,362.0,644.0,1446.0,4.0,0.1189,0.1057,0.0841,24.56,48.0,24.56
200913408.0,406.0,716.0,1597.0,3.0,0.1517,0.1414,0.0839,22.16,50.0,22.16
38225912.0,318.0,552.0,1225.0,3.0,0.1813,0.1661,0.1386,21.83,37.0,21.83
7008205312.0,288.0,500.0,1111.0,5.0,0.1396,0.1317,0.0953,24.52,74.0,24.52
55527252.0,426.0,767.0,1732.0,3.0,0.1039,0.0698,0.0944,16.12,56.0,16.12
3733369344.0,954.0,1249.0,2085.0,1.0,0.0945,0.0862,0.0569,21.13,26.0,21.13
87222880.0,378.0,736.0,1744.0,1.0,0.0595,0.1032,0.0782,24.32,45.0,24.32
3733369344.0,350.0,606.0,1340.0,2.0,0.1182,0.1013,0.0656,21.13,26.0,21.13
2696573440.0,585.0,1006.0,2180.0,2.0,0.034,0.0653,0.0346,22.7,65.0,22.7
595265600.0,185.0,325.0,734.0,1.0,0.0889,0.0939,0.0518,21.48,33.0,21.48
747082688.0,444.0,767.0,1679.0,3.0,0.1052,0.1438,0.0994,24.4,47.0,24.4
595265600.0,264.0,462.0,1033.0,1.0,0.0864,0.0912,0.0492,21.48,33.0,21.48
747082688.0,598.0,1027.0,2219.0,3.0,0.0996,0.138,0.0939,24.4,47.0,24.4
379088928.0,315.0,547.0,1213.0,4.0,0.2651,0.2751,0.1539,24.83,6.0,24.83
156255680.0,384.0,669.0,1480.0,3.0,0.0959,0.0933,0.0304,23.09,74.0,23.09
1306840064.0,908.0,1154.0,1857.0,3.0,0.1047,0.1101,0.0668,21.21,28.0,21.21
1306840064.0,570.0,982.0,1951.0,2.0,0.1192,0.1157,0.0658,21.21,28.0,21.21
1306840064.0,337.0,587.0,1303.0,3.0,0.1276,0.1241,0.0738,21.21,28.0,21.21
1306840064.0,256.0,447.0,999.0,3.0,0.1303,0.1268,0.0764,21.21,28.0,21.21
1306840064.0,221.0,389.0,877.0,3.0,0.1314,0.1274,0.0767,21.21,28.0,21.21
137714256.0,348.0,614.0,1374.0,2.0,0.0264,0.0626,0.0308,22.79,67.0,22.79
747082688.0,1066.0,1421.0,2415.0,3.0,0.0805,0.1274,0.0902,24.4,47.0,24.4
137714256.0,554.0,981.0,2170.0,1.0,0.0202,0.0558,0.0237,22.79,67.0,22.79
1643893760.0,683.0,1170.0,2321.0,2.0,0.1149,0.126,0.0673,19.6,6.0,19.6
16863374336.0,415.0,718.0,1579.0,4.0,0.2167,0.2174,0.1817,17.95,1.0,17.95
16863374336.0,334.0,579.0,1283.0,4.0,0.2199,0.2207,0.1849,17.95,1.0,17.95
16863374336.0,303.0,525.0,1166.0,3.0,0.221,0.2217,0.1855,17.95,1.0,17.95
1481543680.0,812.0,1023.0,1630.0,4.0,0.2371,0.2453,0.1709,20.82,36.0,20.82
4093864704.0,359.0,622.0,1375.0,4.0,0.2401,0.2329,0.1718,21.11,47.0,21.11
146414880.0,845.0,1079.0,1751.0,3.0,0.1586,0.1513,0.1297,21.81,36.0,21.81
146414880.0,569.0,980.0,2127.0,2.0,0.1707,0.155,0.1272,21.81,36.0,21.81
3263729920.0,600.0,1032.0,2233.0,3.0,0.2309,0.2239,0.1629,21.17,50.0,21.17
1481543680.0,539.0,928.0,2019.0,4.0,0.2501,0.2494,0.1684,20.82,36.0,20.82
17898108928.0,308.0,535.0,1189.0,4.0,0.2458,0.2352,0.1821,21.2,51.0,21.2
359776896.0,241.0,420.0,937.0,3.0,0.1064,0.1258,0.1083,22.31,20.0,22.31
200913408.0,298.0,537.0,1224.0,3.0,0.1543,0.1442,0.0882,22.16,50.0,22.16
900630464.0,1016.0,1336.0,2242.0,2.0,0.1261,0.1522,0.1118,27.3,38.0,27.3
900630464.0,697.0,1195.0,2376.0,2.0,0.1399,0.1571,0.11,27.3,38.0,27.3
900630464.0,421.0,729.0,1601.0,2.0,0.1503,0.1676,0.1201,27.3,38.0,27.3
900630464.0,468.0,808.0,1768.0,2.0,0.1485,0.1658,0.1184,27.3,38.0,27.3
900630464.0,362.0,628.0,1386.0,2.0,0.1525,0.1692,0.12,27.3,38.0,27.3
900630464.0,576.0,990.0,2148.0,2.0,0.1445,0.1617,0.1145,27.3,38.0,27.3
900630464.0,545.0,939.0,2041.0,2.0,0.1458,0.163,0.1156,27.3,38.0,27.3
900630464.0,390.0,676.0,1489.0,2.0,0.1514,0.1688,0.1201,27.3,38.0,27.3
900630464.0,362.0,628.0,1386.0,2.0,0.1524,0.1697,0.1206,27.3,38.0,27.3
900630464.0,390.0,676.0,1489.0,2.0,0.1515,0.1689,0.1212,27.3,38.0,27.3
200913408.0,927.0,1221.0,2053.0,3.0,0.1286,0.1269,0.0778,22.16,50.0,22.16
200913408.0,667.0,1144.0,2462.0,3.0,0.1397,0.1299,0.0749,22.16,50.0,22.16
1481543680.0,296.0,515.0,1143.0,4.0,0.2603,0.2593,0.1785,20.82,36.0,20.82
1481543680.0,191.0,341.0,777.0,4.0,0.2638,0.2628,0.1801,20.82,36.0,20.82
91780352.0,313.0,556.0,1254.0,3.0,0.2366,0.225,0.1542,18.05,1.0,18.05
17898108928.0,204.0,356.0,797.0,4.0,0.25,0.2394,0.1862,21.2,51.0,21.2
1567671296.0,907.0,1185.0,1978.0,4.0,0.2317,0.2555,0.1528,26.24,84.0,26.24
1567671296.0,637.0,1093.0,2358.0,4.0,0.2446,0.2596,0.1503,26.24,84.0,26.24
137826928.0,428.0,739.0,1624.0,4.0,0.2536,0.2391,0.1513,23.46,32.0,23.46
137826928.0,322.0,567.0,1271.0,4.0,0.2574,0.2424,0.1528,23.46,32.0,23.46
359776896.0,241.0,420.0,937.0,3.0,0.1044,0.1239,0.1066,22.31,20.0,22.31
87222880.0,395.0,770.0,1825.0,2.0,0.0591,0.1026,0.0779,24.32,45.0,24.32
87222880.0,405.0,775.0,1816.0,2.0,0.0585,0.102,0.0771,24.32,45.0,24.32
970772096.0,902.0,1142.0,1827.0,2.0,0.085,0.0909,0.0981,24.34,71.0,24.34
970772096.0,580.0,996.0,2156.0,2.0,0.099,0.0958,0.0963,24.34,71.0,24.34
663984256.0,924.0,1216.0,2042.0,4.0,0.2349,0.2531,0.1436,24.69,6.0,24.69
663984256.0,949.0,1314.0,2211.0,4.0,0.2482,0.259,0.1435,24.69,6.0,24.69
17758328.0,886.0,1538.0,3286.0,3.0,0.1053,0.0882,0.0656,24.28,50.0,24.28
379088928.0,412.0,713.0,1568.0,4.0,0.2609,0.2709,0.1521,24.83,6.0,24.83
4294496512.0,875.0,1096.0,1729.0,3.0,0.0997,0.1205,0.1053,24.71,79.0,24.71
970772096.0,157.0,275.0,617.0,2.0,0.1136,0.1104,0.1102,24.34,71.0,24.34
970772096.0,205.0,357.0,799.0,3.0,0.1118,0.1083,0.1082,24.34,71.0,24.34
970772096.0,269.0,467.0,1037.0,3.0,0.1097,0.1065,0.1073,24.34,71.0,24.34
661012416.0,296.0,515.0,1143.0,4.0,0.2484,0.238,0.176,21.0,43.0,21.0
970772096.0,425.0,735.0,1612.0,2.0,0.1045,0.1012,0.1018,24.34,71.0,24.34
970772096.0,205.0,357.0,799.0,3.0,0.1118,0.1089,0.1096,24.34,71.0,24.34
2961945088.0,852.0,1056.0,1641.0,4.0,0.1057,0.1212,0.121,22.75,29.0,22.75
3501067264.0,315.0,547.0,1213.0,4.0,0.25128,0.23682,0.17454,18.78,2.0,18.78
1550133760.0,331.0,574.0,1271.0,2.0,0.1588,0.1304,0.1109,23.49,86.0,23.49
214942000000.0,116.0,202.0,456.0,4.0,0.11785,0.11373,0.11291,23.46,63.0,23.46
217266464.0,642.0,1105.0,2387.0,2.0,0.086,0.1065,0.0963,26.28,84.0,26.28
88418574336.0,144.0,252.0,567.0,2.0,0.1493,0.16751,0.16549,22.86,86.0,22.86
310659392.0,937.0,1293.0,2171.0,4.0,0.2427,0.2301,0.1404,23.45,31.0,23.45
88418574336.0,780.0,932.0,1373.0,2.0,0.12436,0.15133,0.15616,22.86,86.0,22.86
217266464.0,483.0,836.0,1831.0,3.0,0.0916,0.1125,0.1032,26.28,84.0,26.28
171042768.0,405.0,704.0,1553.0,3.0,0.0934,0.133,0.067,27.46,29.0,27.46
323044800.0,315.0,547.0,1213.0,4.0,0.23638,0.24088,0.16752,23.45,31.0,23.45
217266464.0,303.0,530.0,1184.0,2.0,0.099,0.1192,0.1093,26.28,84.0,26.28
8761323520.0,202.0,352.0,787.0,2.0,0.1032,0.1068,0.119,24.68,55.0,24.68
71502968.0,425.0,734.0,1613.0,2.0,0.1248,0.0772,0.0267,23.21,5.0,23.21
126267000000.0,747.0,875.0,1248.0,3.0,0.0793,0.0782,0.0813,24.39,71.0,24.39
126267000000.0,119.0,208.0,468.0,3.0,0.103,0.093,0.0896,24.39,71.0,24.39
2658885632.0,151.0,264.0,592.0,3.0,0.1564,0.1619,0.1343,21.66,31.0,21.66
80494772224.0,425.0,734.0,1407.0,3.0,0.1126,0.1101,0.1052,22.63,26.0,22.63
80494772224.0,205.0,357.0,798.0,3.0,0.1203,0.118,0.1132,22.63,26.0,22.63
310659392.0,915.0,1200.0,2010.0,4.0,0.2283,0.2231,0.1404,23.45,31.0,23.45
310659392.0,658.0,1129.0,2431.0,4.0,0.2405,0.2266,0.1372,23.45,31.0,23.45
2911422464.0,151.0,264.0,592.0,5.0,0.1421,0.1467,0.1281,22.75,29.0,22.75
209106448.0,306.0,531.0,1178.0,4.0,0.2548,0.2394,0.1489,23.48,32.0,23.48
71502968.0,384.0,665.0,1466.0,3.0,0.1269,0.0794,0.0286,23.21,5.0,23.21
3178833920.0,243.0,422.0,942.0,3.0,0.2605,0.227,0.157,18.78,2.0,18.78
1550133760.0,259.0,450.0,1002.0,2.0,0.1612,0.1329,0.1129,23.49,86.0,23.49
3491247872.0,338.0,585.0,1294.0,4.0,0.1164,0.1392,0.0605,25.07,29.0,25.07
21807636.0,581.0,1033.0,2289.0,1.0,0.0812,0.1116,0.1077,22.66,72.0,22.66
899891648.0,1089.0,1460.0,2499.0,3.0,-0.0463,-0.0314,0.0073,34.49,78.0,34.49
1148571648.0,131.0,229.0,517.0,2.0,0.1847,0.1753,0.1424,21.85,70.0,21.85
1148571648.0,210.0,367.0,822.0,1.0,0.1817,0.1725,0.1396,21.85,70.0,21.85
217266464.0,383.0,666.0,1474.0,3.0,0.0952,0.1159,0.1063,26.28,84.0,26.28
88152842240.0,452.0,782.0,1509.0,2.0,0.1536,0.1637,0.1347,22.86,86.0,22.86
88152842240.0,227.0,395.0,883.0,2.0,0.1618,0.1721,0.1432,22.86,86.0,22.86
2158213.0,3584.0,5264.0,8562.0,1.0,0.0417,-0.0239,-0.0009,31.11,100.0,31.11
80494772224.0,122.0,213.0,480.0,3.0,0.1233,0.1209,0.116,22.63,26.0,22.63
80494772224.0,753.0,885.0,1270.0,3.0,0.0991,0.1056,0.1074,22.63,26.0,22.63
1247730560.0,851.0,1168.0,2067.0,2.0,0.0453,0.057,-0.0002,22.64,36.0,22.64
1247730560.0,289.0,503.0,1119.0,2.0,0.0652,0.0709,0.0079,22.64,36.0,22.64
1247730560.0,420.0,728.0,1601.0,2.0,0.0605,0.0663,0.0043,22.64,36.0,22.64
1247730560.0,364.0,632.0,1397.0,2.0,0.0622,0.0683,0.0055,22.64,36.0,22.64
1247730560.0,511.0,886.0,1939.0,2.0,0.0579,0.0635,0.0018,22.64,36.0,22.64
1247730560.0,279.0,486.0,1082.0,2.0,0.0653,0.071,0.0081,22.64,36.0,22.64
1247730560.0,365.0,639.0,1423.0,2.0,0.0628,0.069,0.0068,22.64,36.0,22.64
1247730560.0,286.0,497.0,1107.0,2.0,0.0655,0.0711,0.0081,22.64,36.0,22.64
8761323520.0,250.0,434.0,966.0,3.0,0.1017,0.1049,0.1168,24.68,55.0,24.68
8761323520.0,469.0,809.0,1767.0,3.0,0.0941,0.0975,0.1103,24.68,55.0,24.68
8761323520.0,202.0,352.0,787.0,3.0,0.1034,0.1063,0.1175,24.68,55.0,24.68
156255680.0,291.0,510.0,1141.0,4.0,0.0989,0.0963,0.0331,23.09,74.0,23.09
129498000000.0,759.0,896.0,1293.0,3.0,0.1302,0.1449,0.1261,23.39,85.0,23.39
2987421440.0,239.0,433.0,992.0,5.0,0.2531,0.2119,0.1357,25.63,84.0,25.63
895140672.0,307.0,538.0,1203.0,2.0,0.0856,0.1015,0.0914,23.09,36.0,23.09
895140672.0,208.0,363.0,813.0,2.0,0.0887,0.1048,0.0945,23.09,36.0,23.09
34171467776.0,804.0,973.0,1463.0,4.0,0.1496,0.1899,0.1454,22.69,64.0,22.69
34171467776.0,480.0,829.0,1607.0,4.0,0.1637,0.1948,0.1431,22.69,64.0,22.69
34171467776.0,255.0,444.0,990.0,4.0,0.172,0.2035,0.1517,22.69,64.0,22.69
575348544.0,255.0,451.0,1017.0,1.0,0.0402,0.0807,0.0724,27.35,38.0,27.35
156255680.0,305.0,533.0,1189.0,3.0,0.0985,0.0958,0.0329,23.09,74.0,23.09
2987421440.0,304.0,539.0,1212.0,5.0,0.2503,0.2094,0.1336,25.63,84.0,25.63
2987421440.0,236.0,424.0,966.0,5.0,0.2532,0.2122,0.1363,25.63,84.0,25.63
2089771904.0,1014.0,1332.0,2230.0,4.0,0.207,0.2299,0.1434,26.5,22.0,26.5
2089771904.0,695.0,1191.0,2362.0,4.0,0.2219,0.2353,0.1416,26.5,22.0,26.5
2089771904.0,278.0,483.0,1073.0,4.0,0.2384,0.252,0.1563,26.5,22.0,26.5
2089771904.0,325.0,564.0,1248.0,4.0,0.2366,0.2498,0.1541,26.5,22.0,26.5
2089771904.0,3.0,6.0,13.0,4.0,0.2449,0.2541,0.1561,26.5,22.0,26.5
2089771904.0,388.0,671.0,1477.0,4.0,0.2341,0.2476,0.1531,26.5,22.0,26.5
2089771904.0,325.0,564.0,1248.0,4.0,0.2364,0.25,0.1553,26.5,22.0,26.5
2089771904.0,543.0,934.0,2028.0,4.0,0.228,0.2413,0.1473,26.5,22.0,26.5
2089771904.0,278.0,483.0,1073.0,4.0,0.2383,0.2513,0.1548,26.5,22.0,26.5
1470903552.0,208.0,384.0,893.0,3.0,0.1001,0.1255,0.1017,23.55,33.0,23.55
1470903552.0,247.0,441.0,1000.0,3.0,0.0984,0.1276,0.1084,23.55,33.0,23.55
359776896.0,236.0,410.0,915.0,3.0,0.1073,0.1268,0.1094,22.31,20.0,22.31
141049000000.0,170.0,296.0,665.0,4.0,0.2028,0.1951,0.1359,23.09,74.0,23.09
141049000000.0,804.0,973.0,1463.0,4.0,0.1767,0.1786,0.1267,23.09,74.0,23.09
2987421440.0,849.0,1083.0,1754.0,5.0,0.2265,0.1952,0.1265,25.63,84.0,25.63
2987421440.0,552.0,960.0,2100.0,4.0,0.2405,0.1998,0.1246,25.63,84.0,25.63
431702048.0,762.0,994.0,1660.0,4.0,0.1074,0.1015,0.0863,22.19,24.0,22.19
8127642112.0,892.0,1160.0,1925.0,4.0,0.1873,0.2397,0.1518,27.43,39.0,27.43
8127642112.0,609.0,1047.0,2264.0,4.0,0.1999,0.2442,0.1499,27.43,39.0,27.43
8127642112.0,365.0,633.0,1398.0,4.0,0.2093,0.2535,0.1595,27.43,39.0,27.43
8127642112.0,268.0,466.0,1037.0,3.0,0.213,0.2569,0.1611,27.43,39.0,27.43
1071702080.0,300.0,521.0,1155.0,4.0,0.1351,0.1303,0.0997,22.85,37.0,22.85
1428638080.0,228.0,397.0,887.0,4.0,0.2553,0.2355,0.1803,21.22,52.0,21.22
2159149312.0,284.0,494.0,1096.0,3.0,0.1185,0.1099,0.0867,22.92,45.0,22.92
1886883200.0,223.0,392.0,879.0,2.0,0.1277,0.1236,0.0999,23.04,41.0,23.04
87222880.0,987.0,1388.0,2508.0,2.0,0.0371,0.0879,0.0693,24.32,45.0,24.32
87222880.0,690.0,1265.0,2829.0,1.0,0.0488,0.0917,0.0672,24.32,45.0,24.32
2159149312.0,441.0,761.0,1668.0,3.0,0.1129,0.1043,0.0813,22.92,45.0,22.92
398805632.0,490.0,845.0,1844.0,4.0,0.1464,0.1465,0.1075,22.41,25.0,22.41
1071702080.0,456.0,788.0,1723.0,4.0,0.1298,0.1247,0.0943,22.85,37.0,22.85
280644640.0,956.0,1275.0,2177.0,3.0,0.0936,0.1118,0.0371,26.2,52.0,26.2
280644640.0,658.0,1150.0,2505.0,3.0,0.1061,0.1161,0.0352,26.2,52.0,26.2
280644640.0,332.0,616.0,1425.0,3.0,0.1184,0.1285,0.0467,26.2,52.0,26.2
398805632.0,335.0,580.0,1282.0,4.0,0.1522,0.1524,0.1131,22.41,25.0,22.41
50360392.0,415.0,737.0,1647.0,3.0,0.1059,0.0929,0.0793,23.1,50.0,23.1
2585005824.0,365.0,633.0,1398.0,4.0,0.1096,0.1199,0.1047,22.13,49.0,22.13
349358912.0,384.0,665.0,1466.0,4.0,0.1861,0.181,0.1371,24.83,94.0,24.83
10003876864.0,334.0,579.0,1283.0,1.0,0.106,0.1052,0.0744,21.41,32.0,21.41
6222386176.0,378.0,654.0,1443.0,3.0,0.1709,0.1529,0.0983,25.37,62.0,25.37
21361045504.0,356.0,617.0,1363.0,4.0,0.1165,0.1159,0.0905,21.59,36.0,21.59
373694080.0,292.0,511.0,1139.0,4.0,0.1395,0.1402,0.114,22.73,28.0,22.73
7636165120.0,334.0,579.0,1283.0,4.0,0.2843,0.2282,0.1574,22.93,23.0,22.93
5616093696.0,325.0,563.0,1248.0,4.0,0.2111,0.2035,0.1457,21.09,26.0,21.09
4231220736.0,347.0,601.0,1329.0,4.0,0.2565,0.2472,0.1685,26.56,23.0,26.56
17898108928.0,690.0,886.0,1451.0,4.0,0.2291,0.2257,0.1776,21.2,51.0,21.2
17898108928.0,510.0,880.0,1921.0,4.0,0.2376,0.2271,0.1737,21.2,51.0,21.2
81703568.0,416.0,753.0,1706.0,3.0,0.1809,0.171,0.1179,22.46,59.0,22.46
17898108928.0,198.0,345.0,773.0,4.0,0.2501,0.2394,0.1855,21.2,51.0,21.2
17898108928.0,172.0,301.0,676.0,4.0,0.2511,0.2405,0.1851,21.2,51.0,21.2
2585005824.0,334.0,579.0,1283.0,4.0,0.1109,0.121,0.106,22.13,49.0,22.13
349358912.0,334.0,579.0,1283.0,3.0,0.1888,0.1838,0.1387,24.83,94.0,24.83
10003876864.0,306.0,531.0,1178.0,2.0,0.1068,0.1061,0.0758,21.41,32.0,21.41
6222386176.0,350.0,606.0,1340.0,3.0,0.1719,0.1544,0.0991,25.37,62.0,25.37
21361045504.0,328.0,569.0,1259.0,5.0,0.1175,0.1169,0.0919,21.59,36.0,21.59
373694080.0,265.0,460.0,1025.0,4.0,0.1404,0.1411,0.1156,22.73,28.0,22.73
7636165120.0,306.0,531.0,1178.0,4.0,0.2854,0.2293,0.1592,22.93,23.0,22.93
2114815616.0,318.0,552.0,1225.0,3.0,0.1009,0.1123,0.0967,22.83,21.0,22.83
5616093696.0,290.0,504.0,1120.0,4.0,0.2124,0.2047,0.1474,21.09,26.0,21.09
4231220736.0,316.0,548.0,1214.0,4.0,0.2577,0.2486,0.1701,26.56,23.0,26.56
17882996.0,1477.0,2107.0,3790.0,2.0,0.0843,0.0949,0.0697,22.04,10.0,22.04
25797724.0,1057.0,1442.0,2518.0,1.0,0.0621,0.0758,0.0647,19.91,3.0,19.91
17882996.0,1175.0,1981.0,4079.0,1.0,0.0976,0.0999,0.0695,22.04,10.0,22.04
81703568.0,722.0,1268.0,2761.0,2.0,0.1689,0.1591,0.1088,22.46,59.0,22.46
17882996.0,883.0,1504.0,3176.0,2.0,0.1087,0.111,0.0792,22.04,10.0,22.04
123937712.0,372.0,662.0,1489.0,5.0,0.1468,0.112,0.0776,24.69,66.0,24.69
123937712.0,444.0,789.0,1764.0,5.0,0.1444,0.1101,0.0754,24.69,66.0,24.69
157896640.0,567.0,987.0,2157.0,1.0,0.0624,0.0536,0.0401,23.23,44.0,23.23
28418648.0,898.0,1153.0,1881.0,4.0,0.0983,0.069,0.0923,16.95,77.0,16.95
28418648.0,290.0,504.0,1120.0,4.0,0.1216,0.0836,0.1011,16.95,77.0,16.95
157896640.0,375.0,661.0,1475.0,2.0,0.0692,0.0603,0.0467,23.23,44.0,23.23
157896640.0,475.0,831.0,1833.0,2.0,0.0658,0.0568,0.0434,23.23,44.0,23.23
4780421632.0,869.0,1086.0,1707.0,3.0,0.1337,0.149,0.1339,21.76,34.0,21.76
59953516.0,427.0,775.0,1758.0,1.0,0.1791,0.1742,0.1237,22.17,58.0,22.17
335511808.0,263.0,459.0,1023.0,3.0,0.0932,0.1175,0.0934,21.67,38.0,21.67
335511808.0,341.0,594.0,1315.0,3.0,0.0903,0.1147,0.0904,21.67,38.0,21.67
335511808.0,231.0,404.0,905.0,2.0,0.0941,0.1188,0.0936,21.67,38.0,21.67
118717096.0,288.0,504.0,1127.0,2.0,0.0517,0.0803,0.0508,22.8,67.0,22.8
118717096.0,362.0,630.0,1395.0,2.0,0.0494,0.078,0.0479,22.8,67.0,22.8
118717096.0,259.0,455.0,1020.0,2.0,0.0527,0.0814,0.0517,22.8,67.0,22.8
3193914880.0,230.0,401.0,894.0,5.0,0.1351,0.1575,0.123,19.97,2.0,19.97
1615420288.0,767.0,1311.0,2796.0,2.0,0.0365,0.0263,0.0169,27.92,59.0,27.92
1615420288.0,539.0,928.0,2019.0,2.0,0.0442,0.0342,0.0246,27.92,59.0,27.92
1615420288.0,462.0,797.0,1746.0,2.0,0.0468,0.0367,0.027,27.92,59.0,27.92
48262864.0,390.0,712.0,1625.0,3.0,0.1003,0.0894,0.08,23.06,43.0,23.06
2216720128.0,896.0,1133.0,1813.0,2.0,0.0774,0.0796,0.0708,23.25,57.0,23.25
2216720128.0,726.0,1597.0,1630.0,2.0,0.0961,0.0898,0.0745,23.25,57.0,23.25
2216720128.0,200.0,352.0,794.0,3.0,0.1037,0.0975,0.0821,23.25,57.0,23.25
2216720128.0,161.0,288.0,657.0,2.0,0.1053,0.0988,0.0832,23.25,57.0,23.25
2216720128.0,261.0,457.0,1022.0,2.0,0.1017,0.0952,0.08,23.25,57.0,23.25
528401024.0,346.0,603.0,1337.0,2.0,0.0887,0.0889,0.0958,23.02,34.0,23.02
1786367104.0,912.0,1163.0,1877.0,2.0,0.0925,0.0969,0.0829,23.19,53.0,23.19
1886883200.0,184.0,327.0,743.0,2.0,0.1291,0.1251,0.1011,23.04,41.0,23.04
1786367104.0,436.0,757.0,1663.0,2.0,0.1115,0.1072,0.0866,23.19,53.0,23.19
1786367104.0,216.0,380.0,854.0,2.0,0.1195,0.1148,0.0942,23.19,53.0,23.19
1786367104.0,177.0,315.0,718.0,1.0,0.1211,0.1164,0.0954,23.19,53.0,23.19
1786367104.0,279.0,489.0,1092.0,2.0,0.117,0.1126,0.092,23.19,53.0,23.19
127467664.0,861.0,1178.0,2076.0,4.0,0.0617,0.0556,0.0653,16.64,69.0,16.64
127467664.0,688.0,1180.0,2534.0,3.0,0.0687,0.0566,0.062,16.64,69.0,16.64
967702016.0,259.0,450.0,1002.0,3.0,0.1155,0.0673,0.0958,16.07,55.0,16.07
967702016.0,996.0,1302.0,2168.0,3.0,0.0871,0.0483,0.0836,16.07,55.0,16.07
873748160.0,605.0,1043.0,2257.0,1.0,0.125,0.121,0.0932,22.83,27.0,22.83
873748160.0,927.0,1188.0,1931.0,3.0,0.1113,0.1161,0.0949,22.83,27.0,22.83
873748160.0,232.0,407.0,914.0,4.0,0.1388,0.1346,0.1064,22.83,27.0,22.83
873748160.0,451.0,783.0,1719.0,2.0,0.1308,0.1265,0.0987,22.83,27.0,22.83
